cross_1,cross,gen,mom_pop,ID,mom_ID,mom_fam,mom_sp,mom_heat,dad_pop,dad_ID,dad_sp,dad_E,tot_seeds,num_nodes,infl_length,self,intrapop,interpop,interhyb,intrahyb,hyb,cross_type,cross_type_new,outcross,wave,count_germ,count_survive,count_viabl,count_immuno,count_slide,mom_E_status,count_num_germ_assay,count_num_assay,prop_germ,count_E_plus,g_ma_trans,trans,mean_dist,dist_new,mom_endo_chemo_1,mom_endo_chemo_2,dad_endo_chemo_1,dad_endo_chemo_2,chemo_same
1,1,f1,PALM,9263,PALM9263,PALM26,EV,0,DAVIS,2101,EC,1,9,6,2.5,0,0,0,1,0,1,hyb,interhyb,1,1,4,3,4,3,5,1,7,7,0.571428571,7,1,1,11.75,0.405172414,2,2,4,4,1
1,1_1,f2,PALM,9263,PALM9263,PALM26,EV,0,DAVIS,2101,EC,1,0,9.25,4,0,0,0,1,0,1,hyb,interhyb,1,1,4,3,4,0,0,1,4,0,NA,0,1,0,11.75,0.405172414,2,2,4,4,1
1,1_2,f2,PALM,9263,PALM9263,PALM26,EV,0,DAVIS,2101,EC,1,0,7.75,3.525,0,0,0,1,0,1,hyb,interhyb,1,1,NA,NA,NA,0,0,1,NA,0,NA,0,1,0,11.75,0.405172414,2,2,4,4,1
1,1_4,f2,PALM,9263,PALM9263,PALM26,EV,0,DAVIS,2101,EC,1,50,6.75,2.85,0,0,0,1,0,1,hyb,interhyb,1,1,NA,NA,NA,19,0,1,NA,19,NA,19,1,1,11.75,0.405172414,2,2,4,4,1
2,2,f1,PALM,9261,PALM9261,PALM26,EV,0,LLAN,6421,EC,0,11,6,2.7,0,0,0,1,0,1,hyb,interhyb,1,1,11,9,11,7,2,1,11,9,1,9,1,1,8,0.275862069,2,2,4,4,1
4,4,f1,FALL,7211,FALL7211,FALL21,EV,0,PALM,9261,EV,0,15,5,3,0,0,1,0,0,0,inter,interpop,1,1,4,3,4,3,11,1,14,14,0.285714286,11,1,0.785714286,9,0.310344828,2,2,2,2,0
4,4_2,f2,FALL,7211,FALL7211,FALL21,EV,0,PALM,9261,EV,0,55,9.5,4.2,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,0.785714286,1,9,0.310344828,2,2,2,2,0
4,4_4,f2,FALL,7211,FALL7211,FALL21,EV,0,PALM,9261,EV,0,14,10.75,5.075,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,14,0,1,NA,14,NA,14,0.785714286,1,9,0.310344828,2,2,2,2,0
6,6,f1,FALL,7212,FALL7212,FALL21,EV,0,LLAN,42,EC,0,3,7,4.5,0,0,0,1,0,1,hyb,interhyb,1,1,1,0,1,0,2,1,1,1,1,0,1,0,11.5,0.396551724,2,2,4,4,1
7,7,f1,FALL,7212,FALL7212,FALL21,EV,0,LLAN,6341,EC,0,7,7,5,0,0,0,1,0,1,hyb,interhyb,1,1,1,1,1,0,7,1,6,6,0.166666667,2,1,0.333333333,16,0.551724138,2,2,4,4,1
8,8,f1,FALL,7213,FALL7213,FALL21,EV,0,LLAN,42,EC,0,15,11,3.7,0,0,0,1,0,1,hyb,interhyb,1,1,7,6,7,1,13,1,14,14,0.5,13,1,0.928571429,11.5,0.396551724,2,2,4,4,1
10,10,f1,DAVIS,2101,DAVIS2101,DAVIS10,EC,1,LLAN,6341,EC,0,13,11,6.5,0,0,1,0,0,0,inter,interpop,1,1,13,11,13,3,8,1,13,11,1,11,1,1,11.5,0.396551724,4,4,4,4,0
11,11,f1,NEFF,8172,NEFF8172,NEFF17,EV,0,LLAN,42,EC,0,23,7,3.7,0,0,0,1,0,1,hyb,interhyb,1,1,18,17,18,10,12,1,21,21,0.857142857,20,0.6,0.952380952,10,0.344827586,1,1,4,4,1
11,11_10,f2,NEFF,8172,NEFF8172,NEFF17,EV,1,LLAN,42,EC,1,0,9.75,4.9,0,0,0,1,0,1,hyb,interhyb,1,NA,NA,NA,NA,0,0,1,NA,0,NA,0,0.952380952,0,10,0.344827586,1,1,4,4,1
11,11_11,f2,NEFF,8172,NEFF8172,NEFF17,EV,1,LLAN,42,EC,1,21,9.25,3.875,0,0,0,1,0,1,hyb,interhyb,1,NA,NA,NA,NA,20,0,1,NA,20,NA,20,0.952380952,1,10,0.344827586,1,1,4,4,1
12,12,f1,PALM,9221,PALM9221,PALM22,EV,0,LLAN,42,EC,0,4,4,1.5,0,0,0,1,0,1,hyb,interhyb,1,1,0,0,0,0,4,1,3,3,0,3,1,1,11.5,0.396551724,2,2,4,4,1
13,13,f1,LLAN,6423,LLAN6423,LLAN42,EC,0,NEFF,8172,EV,0,5,8,4.5,0,0,0,1,0,1,hyb,interhyb,1,1,3,3,3,2,3,1,5,5,0.6,5,1,1,10,0.344827586,4,4,1,1,1
15,15,f1,PALM,9226,PALM9226,PALM22,EV,0,FALL,7201,EV,1,7,5,2,0,0,1,0,0,0,inter,interpop,1,1,5,3,5,1,5,1,6,6,0.833333333,6,1,1,12,0.413793103,2,2,NA,NA,1
16,16,f1,FALL,7201,FALL7201,FALL20,EV,0,FALL,7216,EV,1,18,7,2.5,0,1,0,0,0,0,intra,intrapop,1,1,10,9,10,4,13,1,13,13,0.769230769,12,0.2,0.923076923,9.5,0.327586207,NA,NA,2,2,1
17,17,f1,PALM,9222,PALM9222,PALM22,EV,0,KEY,4201,EV,0,19,6,3.1,0,0,1,0,0,0,inter,interpop,1,1,3,3,3,0,19,1,16,16,0.1875,13,1,0.8125,14.5,0.5,2,2,2,1,0
19,19,f1,FALL,7141,FALL7141,FALL14,EV,0,LLAN,6341,EC,0,8,5,1.7,0,0,0,1,0,1,hyb,interhyb,1,1,5,5,5,2,6,1,8,8,0.625,8,1,1,16,0.551724138,1,1,4,4,1
19,19_1,f2,FALL,7141,FALL7141,FALL14,EV,0,LLAN,6341,EC,0,66,9.75,4.6,0,0,0,1,0,1,hyb,interhyb,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,1,1,16,0.551724138,1,1,4,4,1
19,19_2,f2,FALL,7141,FALL7141,FALL14,EV,0,LLAN,6341,EC,0,54,8.25,3.425,0,0,0,1,0,1,hyb,interhyb,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,1,1,16,0.551724138,1,1,4,4,1
19,19_3,f2,FALL,7141,FALL7141,FALL14,EV,0,LLAN,6341,EC,0,32,8.75,3.525,0,0,0,1,0,1,hyb,interhyb,1,NA,NA,NA,NA,29,0,1,NA,29,NA,29,1,1,16,0.551724138,1,1,4,4,1
20,20,f1,KEY,4201,KEY4201,KEY20,EV,0,LLAN,6341,EC,0,5,7,2.7,0,0,0,1,0,1,hyb,interhyb,1,1,5,4,5,2,2,1,5,4,1,4,0.9,1,18,0.620689655,2,1,4,4,1
21,21,f1,FALL,7213,FALL7213,FALL21,EV,0,PALM,9225,EV,1,16,7,3.2,0,0,1,0,0,0,inter,interpop,1,1,12,12,12,5,11,1,14,14,0.857142857,14,1,1,8.5,0.293103448,2,2,2,2,0
21,21_1,f2,FALL,7213,FALL7213,FALL21,EV,0,PALM,9225,EV,1,17,8,3.475,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,15,0,1,NA,15,NA,15,1,1,8.5,0.293103448,2,2,2,2,0
21,21_10,f2,FALL,7213,FALL7213,FALL21,EV,0,PALM,9225,EV,1,74,8.5,3.8,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,26,0,1,NA,26,NA,26,1,1,8.5,0.293103448,2,2,2,2,0
22,22,f1,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,21,9,3.5,0,0,1,0,0,0,inter,interpop,1,1,14,12,14,6,14,1,18,18,0.777777778,15,0.6,0.833333333,3.5,0.120689655,1,1,2,2,1
22,22_10,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,63,12,4.25,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,29,0,1,NA,29,NA,29,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_12,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,113,11.75,4.6,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_13,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,43,7.5,2.875,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,25,0,1,NA,25,NA,22,0.833333333,0.88,3.5,0.120689655,1,1,2,2,1
22,22_2,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,84,11.5,4.3,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_3,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,68,9,3.55,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_4,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,69,12,4.35,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_5,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,56,10.25,3.75,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,27,0,1,NA,27,NA,27,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_6,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,88,11,4.225,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,27,0.833333333,0.9,3.5,0.120689655,1,1,2,2,1
22,22_7,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,84,11,3.7,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,29,0,1,NA,29,NA,29,0.833333333,1,3.5,0.120689655,1,1,2,2,1
22,22_8,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,PALM,9225,EV,1,66,10.75,4.225,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,0.833333333,1,3.5,0.120689655,1,1,2,2,1
23,23,f1,FALL,7142,FALL7142,FALL14,EV,0,PALM,9225,EV,1,8,8,3.7,0,0,1,0,0,0,inter,interpop,1,1,6,4,6,2,4,1,6,6,1,6,1,1,12.5,0.431034483,1,1,2,2,1
24,24,f1,FALL,7214,FALL7214,FALL21,EV,0,LLAN,6261,EV,1,11,6,3.2,0,0,0,0,0,1,inter,interpop,1,1,6,6,6,2,9,1,11,11,0.545454545,10,1,0.909090909,10,0.344827586,2,2,2,2,0
24,24_1,f2,FALL,7214,FALL7214,FALL21,EV,0,LLAN,6261,EV,1,18,8.25,3.15,0,0,0,0,0,1,inter,interpop,1,NA,NA,NA,NA,17,0,1,NA,17,NA,17,0.909090909,1,10,0.344827586,2,2,2,2,0
24,24_4,f2,FALL,7214,FALL7214,FALL21,EV,0,LLAN,6261,EV,1,12,6.75,3.025,0,0,0,0,0,1,inter,interpop,1,NA,NA,NA,NA,12,0,1,NA,12,NA,12,0.909090909,1,10,0.344827586,2,2,2,2,0
24,24_5,f2,FALL,7214,FALL7214,FALL21,EV,0,LLAN,6261,EV,1,12,7.5,3,0,0,0,0,0,1,inter,interpop,1,NA,NA,NA,NA,12,0,1,NA,12,NA,12,0.909090909,1,10,0.344827586,2,2,2,2,0
24,24_6,f2,FALL,7214,FALL7214,FALL21,EV,0,LLAN,6261,EV,1,0,5.5,2,0,0,0,0,0,1,inter,interpop,1,NA,NA,NA,NA,0,0,1,NA,0,NA,0,0.909090909,0,10,0.344827586,2,2,2,2,0
25,25,f1,FALL,7214,FALL7214,FALL21,EV,0,BON,111,EV,0,7,5,2.7,0,0,1,0,0,0,inter,interpop,1,1,1,0,1,0,6,1,6,6,0.166666667,5,1,0.833333333,7.5,0.25862069,2,2,1,7,1
26,26,f1,FALL,7215,FALL7215,FALL21,EV,0,PALM,9261,EV,0,3,9,2.6,0,0,1,0,0,0,inter,interpop,1,1,1,1,1,0,3,1,3,3,0.333333333,1,1,0.333333333,9,0.310344828,2,2,2,2,0
27,27,f1,LLAN,6261,LLAN6261,LLAN26,EV,0,DAVIS,2101,EC,1,6,6,2.7,0,0,1,0,0,0,hyb,interhyb,1,1,0,0,0,0,6,1,6,6,0,6,1,1,8.5,0.293103448,2,2,4,4,1
28,28,f1,FALL,741,FALL741,FALL4,EV,0,LLAN,6341,EC,0,11,4,1.5,0,0,0,1,0,1,hyb,interhyb,1,1,4,3,4,3,7,1,10,10,0.4,10,0.93,1,14,0.482758621,1,1,4,4,1
29,29,f1,LLAN,6261,LLAN6261,LLAN26,EV,0,LLAN,42,EC,1,25,8,3.6,0,0,0,0,1,1,hyb,intrahyb,1,1,4,4,4,1,24,1,25,25,0.16,24,1,0.96,4,0.137931034,2,2,4,4,1
30,30,f1,LLAN,6261,LLAN6261,LLAN26,EV,0,FALL,7213,EV,0,18,8,3.9,0,0,1,0,0,0,inter,interpop,1,1,1,1,1,0,18,1,18,18,0.055555556,16,1,0.888888889,10,0.344827586,2,2,2,2,0
32,32,f1,PALM,9262,PALM9262,PALM26,EV,0,FALL,7201,EV,1,19,6,2.4,0,0,1,0,0,0,inter,interpop,1,1,10,8,10,8,9,1,15,15,0.666666667,15,1,1,11,0.379310345,2,2,NA,NA,1
33,33,f1,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,29,10,4.7,0,0,1,0,0,0,inter,interpop,1,1,22,22,22,9,20,1,29,29,0.75862069,27,1,0.931034483,7,0.24137931,1,1,2,2,1
33,33_1,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,26,8.25,3.475,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,20,0,1,NA,20,NA,20,1,1,7,0.24137931,1,1,2,2,1
33,33_10,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,23,7,2.675,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,14,0,1,NA,14,NA,13,1,0.928571429,7,0.24137931,1,1,2,2,1
33,33_11,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,10,7.5,2.325,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,9,0,1,NA,9,NA,9,1,1,7,0.24137931,1,1,2,2,1
33,33_20,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,100,10.75,3.875,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,1,1,7,0.24137931,1,1,2,2,1
33,33_3,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,34,9.25,3.375,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,21,0,1,NA,21,NA,21,1,1,7,0.24137931,1,1,2,2,1
33,33_8,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,0,5.333333333,1.9,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,4,0,1,NA,4,NA,4,1,1,7,0.24137931,1,1,2,2,1
33,33_9,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7214,EV,1,1,8,2.875,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,1,0,1,NA,1,NA,1,1,1,7,0.24137931,1,1,2,2,1
34,34,f1,PALM,9262,PALM9262,PALM26,EV,0,LLAN,42,EC,1,2,7,4.5,0,0,0,1,0,1,hyb,interhyb,1,1,1,0,1,0,1,1,1,1,1,1,1,1,8,0.275862069,2,2,4,4,1
35,35,f1,PALM,9224,PALM9224,PALM22,EV,0,FALL,7215,EV,0,11,7,3.7,0,0,1,0,0,0,inter,interpop,1,1,8,7,8,1,9,1,10,10,0.8,10,1,1,8.5,0.293103448,2,2,2,2,0
36,36,f1,FALL,7202,FALL7202,FALL20,EV,0,LLAN,2,EC,0,12,10,7,0,0,0,1,0,1,hyb,interhyb,1,1,2,1,2,1,10,0,9,9,0.222222222,0,0.2,0,NA,NA,NA,NA,2,2,1
37,37,f1,FALL,7202,FALL7202,FALL20,EV,0,LLAN,641,EC,1,4,8,4.5,0,0,0,1,0,1,hyb,interhyb,1,1,2,1,2,0,3,0,2,2,1,0,0.2,0,NA,NA,NA,NA,2,2,1
38,38,f1,NEFF,8172,NEFF8172,NEFF17,EV,0,LLAN,661,EC,0,9,7,2.8,0,0,0,1,0,1,hyb,interhyb,1,1,8,7,1,NA,NA,1,8,8,1,8,0.6,1,10,0.344827586,1,1,1,1,0
39,39,f1,FALL,7202,FALL7202,FALL20,EV,0,KEY,4201,EV,0,5,7,3.5,0,0,1,0,0,0,inter,interpop,1,1,3,3,3,2,3,0,4,4,0.75,0,0.2,0,8.5,0.293103448,NA,NA,2,1,1
39,39_2,f2,FALL,7202,FALL7202,FALL20,EV,0,KEY,4201,EV,0,0,10,4.95,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,8.5,0.293103448,NA,NA,2,1,1
40,40,f1,PALM,9221,PALM9221,PALM22,EV,0,KEY,4201,EV,0,11,5,3,0,0,1,0,0,0,inter,interpop,1,1,11,9,1,1,0,1,11,9,1,9,1,1,14.5,0.5,2,2,2,1,0
43,43,f1,FALL,7216,FALL7216,FALL21,EV,0,PALM,9222,EV,0,10,7,3.3,0,0,1,0,0,0,inter,interpop,1,1,2,2,0,1,9,1,10,10,0.2,10,1,1,8.5,0.293103448,2,2,2,2,0
43,43_2,f2,FALL,7216,FALL7216,FALL21,EV,0,PALM,9222,EV,0,0,7,2.325,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,0,0,1,NA,0,NA,0,1,0,8.5,0.293103448,2,2,2,2,0
44,44,f1,PALM,9225,PALM9225,PALM22,EV,0,LLAN,661,EC,0,9,7,4,0,0,0,1,0,1,hyb,interhyb,1,1,6,6,0,0,1,1,9,9,0.666666667,9,1,1,9.5,0.327586207,2,2,1,1,1
45,45,f1,PALM,9223,PALM9223,PALM22,EV,1,LLAN,661,EC,0,2,9,4,0,0,0,1,0,1,hyb,interhyb,1,1,2,2,1,0,1,1,2,2,1,2,1,1,9.5,0.327586207,2,2,1,1,1
47,47,f1,PALM,9263,PALM9263,PALM26,EV,0,LLAN,6421,EC,0,7,6,3.4,0,0,0,1,0,1,hyb,interhyb,1,1,2,2,0,0,1,1,7,7,0.285714286,7,1,1,8,0.275862069,2,2,4,4,1
48,48,f1,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7215,EV,1,5,7,2.8,0,0,1,0,0,0,inter,interpop,1,1,5,5,1,3,2,1,5,5,1,5,0.6,1,7,0.24137931,1,1,2,2,1
48,48_1,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7215,EV,1,7,7.25,2.625,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,6,0,1,NA,6,NA,6,1,1,7,0.24137931,1,1,2,2,1
48,48_2,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7215,EV,1,4,8,2.575,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,4,0,1,NA,4,NA,4,1,1,7,0.24137931,1,1,2,2,1
48,48_3,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7215,EV,1,10,7.5,2.725,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,10,0,1,NA,10,NA,10,1,1,7,0.24137931,1,1,2,2,1
48,48_4,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7215,EV,1,6,8.5,3.15,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,6,0,1,NA,6,NA,6,1,1,7,0.24137931,1,1,2,2,1
48,48_5,f2,NEFF,8172,NEFF8172,NEFF17,EV,0,FALL,7215,EV,1,23,8.75,3.45,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,16,0,1,NA,16,NA,15,1,0.9375,7,0.24137931,1,1,2,2,1
49,49,f1,FALL,7216,FALL7216,FALL21,EV,0,FALL,7203,EV,1,5,8,4.8,0,1,0,0,0,0,intra,intrapop,1,1,3,3,0,0,1,1,5,5,0.6,5,1,1,9.5,0.327586207,2,2,NA,NA,NA
50,50,f1,PALM,9226,PALM9226,PALM22,EV,0,FALL,7219,EV,0,11,9,4.8,0,0,1,0,0,0,inter,interpop,1,1,4,4,0,0,1,1,11,11,0.363636364,11,1,1,8.5,0.293103448,2,2,2,2,0
51,51,f1,FALL,7213,FALL7213,FALL21,EV,0,PALM,9262,EV,0,4,10,5,0,0,1,0,0,0,inter,interpop,1,1,0,0,0,0,1,1,3,3,0,3,1,1,9,0.310344828,2,2,2,2,0
52,52,f1,FALL,7214,FALL7214,FALL21,EV,0,NEFF,8172,EV,0,16,11,5.4,0,0,1,0,0,0,inter,interpop,1,1,11,7,0,0,1,1,13,13,0.846153846,13,1,1,7,0.24137931,2,2,1,1,1
53,53,f1,PALM,9221,PALM9221,PALM22,EV,0,LLAN,661,EC,0,9,5,2.2,0,0,0,1,0,1,hyb,interhyb,1,1,4,4,0,0,1,1,9,9,0.444444444,9,1,1,9.5,0.327586207,2,2,1,1,1
54,54,f1,LLAN,6261,LLAN6261,LLAN26,EV,0,FALL,7214,EV,1,2,6,3,0,0,1,0,0,0,inter,interpop,1,1,0,0,0,0,1,1,2,2,0,2,1,1,10,0.344827586,2,2,2,2,0
55,55,f1,PALM,9262,PALM9262,PALM26,EV,0,FALL,7214,EV,1,14,7,3.9,0,0,1,0,0,0,inter,interpop,1,1,3,3,0,0,1,1,14,14,0.214285714,10,1,0.714285714,9,0.310344828,2,2,2,2,0
57,57,f1,FALL,7216,FALL7216,FALL21,EV,0,PALM,9225,EV,1,15,9,4.3,0,0,1,0,0,0,inter,interpop,1,1,6,5,0,1,13,1,14,14,0.428571429,14,1,1,8.5,0.293103448,2,2,2,2,0
57,57_2,f2,FALL,7216,FALL7216,FALL21,EV,0,PALM,9225,EV,1,69,7.25,3,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,28,0,1,NA,28,NA,28,1,1,8.5,0.293103448,2,2,2,2,0
57,57_4,f2,FALL,7216,FALL7216,FALL21,EV,0,PALM,9225,EV,1,61,7,2.85,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,30,0,1,NA,30,NA,30,1,1,8.5,0.293103448,2,2,2,2,0
57,57_5,f2,FALL,7216,FALL7216,FALL21,EV,0,PALM,9225,EV,1,11,6.25,2.25,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,8,0,1,NA,8,NA,8,1,1,8.5,0.293103448,2,2,2,2,0
57,57_6,f2,FALL,7216,FALL7216,FALL21,EV,0,PALM,9225,EV,1,34,8,4.175,0,0,1,0,0,0,inter,interpop,1,NA,NA,NA,NA,19,0,1,NA,19,NA,19,1,1,8.5,0.293103448,2,2,2,2,0
58,58,f1,PALM,9261,PALM9261,PALM26,EV,0,FALL,7217,EV,1,12,7,5.2,0,0,1,0,0,0,inter,interpop,1,1,5,4,0,0,1,1,11,11,0.454545455,11,1,1,9,0.310344828,2,2,2,2,0
60,60,f1,PALM,9224,PALM9224,PALM22,EV,0,FALL,7214,EV,1,5,8,4,0,0,1,0,0,0,inter,interpop,1,1,1,1,0,0,1,1,4,4,0.25,4,1,1,8.5,0.293103448,2,2,2,2,0
